Transaction_ID,Transaction_Reference,Transaction_Date,Transaction_Time,prediction_timestamp,Transaction_Amount,Transaction_Type,Payment_Mode,Channel,Bank_Name,sourceHashedAccNo,destinationHashedAccNo,ATM_ID,City,District,State,Latitude,Longitude,Is_Fraud,Fraud_Type,Mule_Chain_Hop,DeviceID,IP_Address,LoginAttempts,TransactionDuration,AccountBalance,ATM_Type,ATM_Onsite_Offsite,ATM_Indoor_Outdoor,ATM_Operating_Status,CCTV_Available,Security_Guard_Present,Shutter_Lock_Present,Location_Type,Urban_Rural,Complaint_Count_7D,Complaint_Count_30D,Complaint_Count_90D,Fraud_Count_7D,Fraud_Count_30D,Fraud_Count_90D,Total_Loss_7D,Total_Loss_30D,Total_Loss_90D,Average_Loss_30D,Withdrawal_Count_7D,Withdrawal_Count_30D,Withdrawal_Amount_30D,ATM_Fraud_Count_30D,Location_Fraud_Count_30D,Local_Fraud_Density,Nearby_ATM_Count,Average_Withdrawal_Amount_30D,Transaction_Velocity_1H,Transaction_Velocity_6H,Transaction_Velocity_24H,Withdrawal_Velocity_24H,future_cashout,future_withdrawal_volume
TXN_20260714_036425,UTR20260714521382,2026-07-14,06:43:37,2026-07-14 06:43:37,1268.12,Transfer,UPI,UPI,HDFC Bank,5fca17f7e4149fe5,b47e5eaf1a03277e,NONE,Delhi,Central Delhi,Delhi,28.586736,77.22519,0,,0,DEV_5642,103.17.84.213,1,32.4,3129.83,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4188,38093500.0,2571,2571,0.6138,12,9095.87,2,7,61,0,0,0.0
TXN_20260714_030220,UTR20260714445249,2026-07-14,06:45:08,2026-07-14 06:45:08,4630.25,Credit,Online,Online,Kotak Mahindra Bank,5f9fda453e576fcd,6e67436802f582d1,NONE,Faridabad,Faridabad,Haryana,28.371812,77.30451,0,,0,DEV_3991,103.137.134.6,1,51.9,14037.48,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4188,38093500.0,2571,2571,0.6138,12,9095.87,0,0,3,0,0,0.0
TXN_20260714_042392,UTR20260714314154,2026-07-14,06:45:49,2026-07-14 06:45:49,1339.55,Credit,Online,Online,State Bank of India,af9f35604ecc6b98,c0f7a771c428a8c4,NONE,Punahana,Nuh,Haryana,27.87107,77.225004,0,,0,DEV_1966,103.114.192.38,1,125.9,1419.53,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4188,38093500.0,2571,2571,0.6138,12,9095.87,0,0,14,0,0,0.0
TXN_20260714_026687,UTR20260714847869,2026-07-14,06:59:12,2026-07-14 06:59:12,1000.0,Debit,ATM,ATM,State Bank of India,72862af6f970799a,632698401e1a7342,ATM_PAT_0328,Patna,Patna,Bihar,25.565873,85.155861,0,,0,DEV_9793,103.216.142.212,1,11.1,28039.61,Bank-Owned,Offsite,Outdoor,Active,True,False,True,Market,Semi-Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4187,38089500.0,2571,2571,0.6139,12,9097.09,0,0,1,1,0,0.0
TXN_20260714_046668,UTR20260714646202,2026-07-14,07:02:58,2026-07-14 07:02:58,7484.18,Debit,Online,Online,Kotak Mahindra Bank,54b834af3e55129a,1cc891c9c1553298,NONE,Kaman,Bharatpur,Rajasthan,27.641511,77.237345,0,,0,DEV_9643,103.161.34.178,1,16.7,6161.49,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,984,4188,38090500.0,2571,2571,0.6138,12,9095.15,0,5,17,0,0,0.0
TXN_20260714_043752,UTR20260714666714,2026-07-14,07:05:08,2026-07-14 07:05:08,1875.84,Credit,UPI,UPI,State Bank of India,8a429e2d17dd29ce,d2c39f1a0cfd888e,NONE,Dhanbad,Dhanbad,Jharkhand,23.809365,86.430665,0,,0,DEV_9246,103.230.181.61,1,31.8,8661.51,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,984,4187,38080500.0,2571,2571,0.6139,12,9094.94,0,1,11,0,0,0.0
TXN_20260714_048528,UTR20260714729278,2026-07-14,07:09:37,2026-07-14 07:09:37,7110.39,Transfer,UPI,UPI,HDFC Bank,edd96fde34e11f83,4ad95c335e96ecbd,NONE,Delhi,Central Delhi,Delhi,28.600334,77.193812,0,,0,DEV_4797,103.233.63.157,1,14.4,9123.2,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,984,4186,38079500.0,2571,2571,0.614,12,9096.87,2,8,62,0,0,0.0
TXN_20260714_010118,UTR20260714124954,2026-07-14,07:10:48,2026-07-14 07:10:48,488.92,Transfer,UPI,UPI,ICICI Bank,36fb702583d0716f,f617e2620a07e5fe,NONE,Dumka,Dumka,Jharkhand,24.242278,87.249969,0,,0,DEV_4732,103.227.79.58,1,42.9,2605.27,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,984,4186,38079500.0,2571,2571,0.614,12,9096.87,0,0,15,0,0,0.0
TXN_20260714_021221,UTR20260714834631,2026-07-14,07:22:42,2026-07-14 07:22:42,245.59,Credit,UPI,UPI,ICICI Bank,d8d58c568597fc69,403825e821d0f31a,NONE,Gurgaon/Gurugram,Gurugram,Haryana,28.483516,76.997018,0,,0,DEV_6081,103.115.181.192,1,12.3,11060.79,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4186,38079500.0,2571,2571,0.614,12,9096.87,0,0,15,0,0,0.0
TXN_20260714_034442,UTR20260714804064,2026-07-14,07:23:24,2026-07-14 07:23:24,2000.0,Debit,ATM,ATM,Bank of Baroda,2d79a566243c8164,574da25b83d84e79,ATM_DEL_0297,Delhi,Central Delhi,Delhi,28.585334,77.254393,0,,0,DEV_2893,103.13.188.133,1,10.6,11034.14,Bank-Owned,Onsite,Indoor,Active,True,True,True,Shopping_Mall,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4186,38079500.0,2571,2571,0.614,12,9096.87,0,0,0,0,0,0.0
TXN_20260714_025756,UTR20260714341896,2026-07-14,07:27:22,2026-07-14 07:27:22,3000.0,Debit,ATM,ATM,ICICI Bank,1d403012ed8417e3,4963c256cca20d80,ATM_PUN_0009,Punahana,Nuh,Haryana,27.879617,77.230045,0,,0,DEV_1033,103.246.87.191,1,46.5,6241.89,Brown-Label,Onsite,Outdoor,Active,True,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4187,38081500.0,2571,2571,0.6139,12,9095.18,0,0,1,1,0,5000.0
TXN_20260714_038202,UTR20260714698605,2026-07-14,07:40:03,2026-07-14 07:40:03,387.0,Transfer,POS/Card,POS/Card,Kotak Mahindra Bank,12ce6519d8462137,05d6cef4783bc72f,NONE,Kolkata,Kolkata,West Bengal,22.590439,88.345407,0,,0,DEV_1192,103.42.221.52,1,38.9,2701.42,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,981,4188,38084500.0,2571,2571,0.6138,12,9093.72,0,4,46,0,0,0.0
TXN_20260714_044755,UTR20260714316941,2026-07-14,07:40:12,2026-07-14 07:40:12,8000.0,Debit,ATM,ATM,HDFC Bank,8105899bd42d9169,2fe8770a6700893b,ATM_JAI_0291,Jaipur,Jaipur,Rajasthan,26.949899,75.832467,0,,0,DEV_8021,103.118.144.201,1,13.3,29053.51,Bank-Owned,Onsite,Indoor,Active,True,True,False,Bus_Stand,Semi-Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,981,4188,38084500.0,2571,2571,0.6138,12,9093.72,0,0,0,0,0,0.0
TXN_20260714_046666,UTR20260714383068,2026-07-14,07:43:11,2026-07-14 07:43:11,147.1,Transfer,UPI,UPI,Punjab National Bank,6cb729c03a7d8cd9,29831e960b429cca,NONE,Kolkata,Kolkata,West Bengal,22.605923,88.356057,0,,0,DEV_5513,103.232.27.129,1,78.4,11502.34,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4189,38092500.0,2571,2571,0.6136,12,9093.46,1,5,47,0,0,0.0
TXN_20260714_019190,UTR20260714247142,2026-07-14,07:45:05,2026-07-14 07:45:05,1000.0,Debit,ATM,ATM,State Bank of India,e8fbdacb4c22c9ef,c4fad18673fe7065,ATM_KAM_0411,Kaman,Bharatpur,Rajasthan,27.653535,77.270548,0,,0,DEV_8319,103.156.14.218,1,41.9,37995.62,Bank-Owned,Onsite,Indoor,Active,True,True,False,Shopping_Mall,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,980,4189,38092500.0,2571,2571,0.6136,12,9093.46,0,0,0,0,0,0.0
TXN_20260714_013703,UTR20260714429073,2026-07-14,07:45:19,2026-07-14 07:45:19,92.35,Transfer,UPI,UPI,IndusInd Bank,b26baecb95802781,3a7106aa27d251fe,NONE,Patna,Patna,Bihar,25.61664,85.139596,0,,0,DEV_9543,103.21.190.116,1,14.9,14943.16,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,981,4190,38093500.0,2571,2571,0.6135,12,9091.53,0,2,46,0,0,0.0
TXN_20260714_048739,UTR20260714496902,2026-07-14,07:46:28,2026-07-14 07:46:28,3000.0,Debit,ATM,ATM,HDFC Bank,4dc80e4896f40151,9c84a4b00abd26f6,ATM_KOL_0121,Kolkata,Kolkata,West Bengal,22.563013,88.298298,0,,0,DEV_2355,103.23.3.55,1,43.0,2472.23,White-Label,Onsite,Indoor,Active,True,False,True,Market,Semi-Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,981,4190,38093500.0,2571,2571,0.6135,12,9091.53,0,0,1,1,0,0.0
TXN_20260714_037808,UTR20260714426715,2026-07-14,07:52:26,2026-07-14 07:52:26,3988.15,Debit,UPI,UPI,ICICI Bank,ffa6f567185a6e28,791dc9468e21a324,NONE,Delhi,Central Delhi,Delhi,28.575822,77.189328,0,,0,DEV_2259,103.226.123.152,1,19.6,23298.98,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4190,38094500.0,2571,2571,0.6135,12,9091.77,1,9,63,0,0,0.0
TXN_20260714_004779,UTR20260714488017,2026-07-14,07:53:25,2026-07-14 07:53:25,830.25,Debit,UPI,UPI,Bank of Baroda,58505731d15b85d9,9b42e64586cdf667,NONE,Alwar,Alwar,Rajasthan,27.576859,76.60712,0,,0,DEV_6853,103.203.37.41,1,26.4,10480.12,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4190,38094500.0,2571,2571,0.6135,12,9091.77,0,7,50,0,0,0.0
TXN_20260714_029984,UTR20260714333044,2026-07-14,07:53:49,2026-07-14 07:53:49,375.5,Credit,Online,Online,Punjab National Bank,47aa06d4c63780e2,70b4763180231329,NONE,Alwar,Alwar,Rajasthan,27.53785,76.630564,0,,0,DEV_6869,103.241.130.16,1,10.1,5912.99,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4190,38094500.0,2571,2571,0.6135,12,9091.77,1,8,51,0,0,0.0
TXN_20260714_027427,UTR20260714543584,2026-07-14,07:57:10,2026-07-14 07:57:10,5000.0,Debit,ATM,ATM,Bank of Baroda,2ab8c7ede273c887,62c300aeeaed8e46,ATM_BAR_0405,Bardhaman,Purba Bardhaman,West Bengal,23.261744,87.882615,0,,0,DEV_1550,103.99.70.185,1,32.1,1319.09,White-Label,Onsite,Outdoor,Degraded,False,True,True,Shopping_Mall,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4190,38094500.0,2571,2571,0.6135,12,9091.77,0,0,0,0,0,0.0
TXN_20260714_028398,UTR20260714573749,2026-07-14,07:58:59,2026-07-14 07:58:59,708.14,Credit,UPI,UPI,Axis Bank,5e34d35792a1dee9,78925c46603e85be,NONE,Nalanda,Nalanda,Bihar,25.172092,85.434688,0,,0,DEV_9955,103.79.23.30,1,35.7,7100.05,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4191,38099500.0,2571,2571,0.6133,12,9090.79,0,2,13,0,0,0.0
TXN_20260714_033192,UTR20260714263335,2026-07-14,07:59:50,2026-07-14 07:59:50,381.1,Debit,UPI,UPI,Kotak Mahindra Bank,0eeb3a9672e29320,4e5c913d4887ca7b,NONE,Kolkata,Kolkata,West Bengal,22.611641,88.373188,0,,0,DEV_4670,103.221.116.238,1,16.8,16704.07,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4191,38099500.0,2571,2571,0.6133,12,9090.79,2,6,47,0,0,0.0
TXN_20260714_018631,UTR20260714795747,2026-07-14,08:00:36,2026-07-14 08:00:36,8000.0,Debit,ATM,ATM,HDFC Bank,015dc421d76d3215,f58d673940fdec84,ATM_DEL_0256,Delhi,Central Delhi,Delhi,28.668012,77.221438,0,,0,DEV_1101,103.158.95.73,1,56.1,42237.94,Bank-Owned,Onsite,Indoor,Active,True,True,True,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4191,38099500.0,2571,2571,0.6133,12,9090.79,0,0,1,1,0,0.0
TXN_20260714_040060,UTR20260714409370,2026-07-14,08:00:50,2026-07-14 08:00:50,1822.58,Transfer,Online,Online,State Bank of India,a277067ebc10a4c8,1af25ee96cf12d55,NONE,Nalanda,Nalanda,Bihar,25.154508,85.440451,0,,0,DEV_1803,103.78.121.146,1,28.3,14811.56,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4192,38107500.0,2571,2571,0.6132,12,9090.53,1,3,14,0,0,0.0
TXN_20260714_036528,UTR20260714448159,2026-07-14,08:03:38,2026-07-14 08:03:38,1000.0,Debit,ATM,ATM,HDFC Bank,4377d732e01b61d8,272578e3f09d2d09,ATM_HOW_0116,Howrah,Howrah,West Bengal,22.603337,88.241813,0,,0,DEV_9401,103.119.95.138,1,15.6,22324.08,Bank-Owned,Offsite,Indoor,Active,True,True,True,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,981,4192,38107500.0,2571,2571,0.6132,12,9090.53,0,0,1,1,0,0.0
TXN_20260714_043419,UTR20260714410692,2026-07-14,08:04:39,2026-07-14 08:04:39,1657.44,Transfer,UPI,UPI,State Bank of India,cd2c06d9db962e6a,010c02c3bf99ecb9,NONE,Dhanbad,Dhanbad,Jharkhand,23.803733,86.439145,0,,0,DEV_7616,103.82.77.208,1,38.0,6185.99,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4193,38108500.0,2571,2571,0.613,12,9088.6,1,2,11,0,0,0.0
TXN_20260714_022060,UTR20260714636574,2026-07-14,08:05:22,2026-07-14 08:05:22,8000.0,Debit,ATM,ATM,ICICI Bank,fd429a6de0621601,668a59adb0d4935b,ATM_BAR_0270,Bardhaman,Purba Bardhaman,West Bengal,23.292761,87.882413,0,,0,DEV_1198,103.75.241.238,1,46.8,5700.85,Bank-Owned,Onsite,Outdoor,Active,True,False,True,Railway_Station,Semi-Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,982,4193,38108500.0,2571,2571,0.613,12,9088.6,0,0,0,0,0,10000.0
TXN_20260714_014454,UTR20260714469515,2026-07-14,08:06:52,2026-07-14 08:06:52,10681.27,Transfer,Branch,Branch,Punjab National Bank,98515346f2b752ad,33de20babed81f2b,NONE,Alwar,Alwar,Rajasthan,27.512877,76.621643,0,,0,DEV_8530,103.38.211.187,1,28.5,4178.18,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4194,38116500.0,2571,2571,0.6129,12,9088.34,2,9,51,0,0,0.0
TXN_20260714_015608,UTR20260714397465,2026-07-14,08:07:33,2026-07-14 08:07:33,4000.0,Debit,ATM,ATM,HDFC Bank,bbc34a28b93aac5b,2877ad1b5d6f3ea0,ATM_NAL_0418,Nalanda,Nalanda,Bihar,25.127504,85.439943,0,,0,DEV_8230,103.246.240.212,1,132.7,5361.25,White-Label,Offsite,Indoor,Active,True,False,True,Railway_Station,Semi-Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,983,4194,38116500.0,2571,2571,0.6129,12,9088.34,0,0,0,0,0,2000.0
TXN_20260714_005329,UTR20260714107665,2026-07-14,08:11:28,2026-07-14 08:11:28,5000.0,Debit,ATM,ATM,Punjab National Bank,799ac0afa4b29ef1,8e46d358059a24ae,ATM_DEL_0587,Delhi,Central Delhi,Delhi,28.596195,77.261908,0,,0,DEV_1662,103.191.219.53,1,48.8,57020.56,White-Label,Onsite,Indoor,Active,True,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,984,4194,38110500.0,2571,2571,0.6129,12,9086.91,0,0,0,0,0,0.0
TXN_20260714_019955,UTR20260714144893,2026-07-14,08:12:04,2026-07-14 08:12:04,824.31,Debit,UPI,UPI,Canara Bank,485f5035c4c88fe8,f0c492f902d40b85,NONE,Faridabad,Faridabad,Haryana,28.442073,77.279807,0,,0,DEV_1927,103.43.25.120,1,33.5,12438.71,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,985,4194,38111500.0,2571,2571,0.6129,12,9087.15,0,1,4,0,0,0.0
TXN_20260714_030836,UTR20260714560642,2026-07-14,08:18:06,2026-07-14 08:18:06,2000.0,Debit,ATM,ATM,HDFC Bank,f41300b9eccdb2b1,cc4051da5072f082,ATM_PUN_0557,Punahana,Nuh,Haryana,27.884869,77.305636,0,,0,DEV_6827,103.168.121.127,1,68.3,18358.07,Bank-Owned,Onsite,Indoor,Active,True,False,True,Shopping_Mall,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,985,4193,38107500.0,2571,2571,0.613,12,9088.36,0,0,0,0,0,0.0
TXN_20260714_043660,UTR20260714691365,2026-07-14,08:20:52,2026-07-14 08:20:52,304.72,Transfer,UPI,UPI,Bank of Baroda,e416b4312f0977d9,0e12c82730f49929,NONE,Kaman,Bharatpur,Rajasthan,27.642094,77.25309,0,,0,DEV_7760,103.71.130.222,1,46.0,35182.81,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,986,4194,38109500.0,2571,2571,0.6129,12,9086.67,0,3,17,0,0,0.0
TXN_20260714_009652,UTR20260714196329,2026-07-14,08:22:05,2026-07-14 08:22:05,1202.17,Transfer,UPI,UPI,State Bank of India,4d80f0f65b929a39,cef36ff1c5c6a770,NONE,Punahana,Nuh,Haryana,27.868164,77.219362,0,,0,DEV_7218,103.119.205.241,1,25.0,6467.06,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,986,4194,38109500.0,2571,2571,0.6129,12,9086.67,0,1,14,0,0,0.0
TXN_20260714_025738,UTR20260714646700,2026-07-14,08:22:06,2026-07-14 08:22:06,817.48,Credit,POS/Card,POS/Card,Axis Bank,edd2fc4fca8e9f81,92ee538ed61d01e5,NONE,Alwar,Alwar,Rajasthan,27.534341,76.635194,0,,0,DEV_1924,103.94.92.240,1,109.8,2050.66,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,986,4194,38109500.0,2571,2571,0.6129,12,9086.67,3,10,52,0,0,0.0
TXN_20260714_031262,UTR20260714823775,2026-07-14,08:22:36,2026-07-14 08:22:36,2818.94,Transfer,UPI,UPI,Kotak Mahindra Bank,f3ae8883bf56ef58,0651ccc2764f54ed,NONE,Alwar,Alwar,Rajasthan,27.537226,76.662918,0,,0,DEV_8429,103.81.246.230,1,26.3,4018.6,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,986,4194,38109500.0,2571,2571,0.6129,12,9086.67,4,11,53,0,0,0.0
TXN_20260714_016516,UTR20260714749986,2026-07-14,08:24:50,2026-07-14 08:24:50,612.37,Transfer,UPI,UPI,Bank of Baroda,3896d3a05d8eb308,837546d2ba9380bd,NONE,Patna,Patna,Bihar,25.612711,85.160349,0,,0,DEV_7550,103.35.191.171,2,66.5,36141.97,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,986,4194,38109500.0,2571,2571,0.6129,12,9086.67,1,3,44,0,0,0.0
TXN_20260714_043524,UTR20260714786307,2026-07-14,08:28:26,2026-07-14 08:28:26,20000.0,Debit,ATM,ATM,ICICI Bank,0c0665daed674845,390a225a341ed4c3,ATM_FAR_0124,Faridabad,Faridabad,Haryana,28.391699,77.312125,0,,0,DEV_9683,103.216.107.149,1,17.6,10797.8,Brown-Label,Offsite,Outdoor,Active,True,False,True,Shopping_Mall,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,986,4194,38109500.0,2571,2571,0.6129,12,9086.67,0,0,0,0,0,8000.0
TXN_20260714_027044,UTR20260714838680,2026-07-14,08:32:25,2026-07-14 08:32:25,605.67,Transfer,UPI,UPI,Axis Bank,d34a27c19835a5e9,7746dea9fe1a12f9,NONE,Delhi,Central Delhi,Delhi,28.624606,77.181913,0,,0,DEV_4605,103.148.216.73,1,41.6,1323.86,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,987,4195,38129500.0,2571,2571,0.6127,12,9089.27,1,9,61,0,0,0.0
TXN_20260714_044059,UTR20260714333755,2026-07-14,08:33:10,2026-07-14 08:33:10,2000.0,Debit,ATM,ATM,HDFC Bank,b40a689836c0de02,c67553a2b8991a44,ATM_ALW_0222,Alwar,Alwar,Rajasthan,27.531275,76.639947,0,,0,DEV_4877,103.104.45.242,1,10.4,10377.52,Bank-Owned,Offsite,Outdoor,Degraded,True,False,True,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,987,4195,38129500.0,2571,2571,0.6127,12,9089.27,0,0,0,0,0,0.0
TXN_20260714_015300,UTR20260714988247,2026-07-14,08:33:45,2026-07-14 08:33:45,204.59,Transfer,UPI,UPI,State Bank of India,802662085537c85b,b319bc999cc48a82,NONE,Kaman,Bharatpur,Rajasthan,27.674886,77.256566,0,,0,DEV_6534,103.216.41.35,1,34.5,6429.98,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4196,38131500.0,2571,2571,0.6126,12,9087.58,1,4,18,0,0,0.0
TXN_20260714_016388,UTR20260714833411,2026-07-14,08:36:12,2026-07-14 08:36:12,504.83,Credit,UPI,UPI,IndusInd Bank,7d4712a6964c6827,add2f4c7a2ff61a4,NONE,Kaman,Bharatpur,Rajasthan,27.606254,77.269576,0,,0,DEV_3229,103.195.163.237,1,37.3,1771.33,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4195,38121500.0,2571,2571,0.6127,12,9087.37,2,5,19,0,0,0.0
TXN_20260714_015055,UTR20260714109500,2026-07-14,08:36:58,2026-07-14 08:36:58,2842.94,Transfer,UPI,UPI,ICICI Bank,bff112822f795c45,6533ceb49af19012,NONE,Dhanbad,Dhanbad,Jharkhand,23.823037,86.431571,0,,0,DEV_5189,103.52.68.100,1,59.3,4370.42,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4195,38121500.0,2571,2571,0.6127,12,9087.37,1,3,12,0,0,0.0
TXN_20260714_042654,UTR20260714849403,2026-07-14,08:37:05,2026-07-14 08:37:05,1521.9,Debit,UPI,UPI,Axis Bank,0c627c6353f7f821,676fa4a694bb0cfe,NONE,Bharatpur,Bharatpur,Rajasthan,27.228155,77.452884,0,,0,DEV_6586,103.245.221.102,1,56.5,5990.85,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4195,38121500.0,2571,2571,0.6127,12,9087.37,0,4,37,0,0,0.0
TXN_20260714_022293,UTR20260714280736,2026-07-14,08:38:42,2026-07-14 08:38:42,2166.83,Transfer,UPI,UPI,State Bank of India,5cbc81ad7c17c2d5,9cc84e347570f503,NONE,Kolkata,Kolkata,West Bengal,22.565218,88.370966,0,,0,DEV_6290,103.14.119.56,1,55.0,19427.97,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4194,38120500.0,2571,2571,0.6129,12,9089.29,3,7,48,0,0,0.0
TXN_20260714_028515,UTR20260714994783,2026-07-14,08:41:46,2026-07-14 08:41:46,782.65,Transfer,UPI,UPI,State Bank of India,42e3cdc40f36d928,5415b8f69bb0b8e6,NONE,Bharatpur,Bharatpur,Rajasthan,27.221017,77.5399,0,,0,DEV_8339,103.17.118.123,1,21.4,10400.09,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4194,38120500.0,2571,2571,0.6129,12,9089.29,1,5,36,0,0,0.0
TXN_20260714_038857,UTR20260714528582,2026-07-14,08:43:37,2026-07-14 08:43:37,688.6,Transfer,UPI,UPI,HDFC Bank,2a0e320d6764f17f,3ac866b1f9df78b1,NONE,Delhi,Central Delhi,Delhi,28.587448,77.215211,0,,0,DEV_3667,103.112.139.97,1,12.8,23924.93,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4194,38120500.0,2571,2571,0.6129,12,9089.29,2,10,62,0,0,0.0
TXN_20260714_026640,UTR20260714536815,2026-07-14,08:44:25,2026-07-14 08:44:25,12551.7,Credit,Branch,Branch,HDFC Bank,d0cfdb43a0f6b218,c2d0ce49287eef40,NONE,Kolkata,Kolkata,West Bengal,22.60811,88.363564,0,,0,DEV_5081,103.210.189.63,1,78.4,14849.69,Online/Digital,,,Active,False,False,False,Commercial_Area,Urban,630,2571,3795,630,2571,3795,27324965.76,107067597.03,157412437.05,41644.34,988,4194,38120500.0,2571,2571,0.6129,12,9089.29,2,8,49,0,0,0.0
